AcceptedName,Grass_Forb,Grass_Forb_Legume,SeedsPer.oz,SeedsPer.pkt,PacketCost,OneOzCost,OneLbCost,FullSun,PartShade,Shade,Wet,WetMesic,Mesic,DryMesic,Dry,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Conservatism
Ionactis_linariifolia,F,F,100,35000,2.5,200,3200,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,10
Juncus_balticus,G,G,342000,2000,2.5,30,480,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,2
Juncus_dudleyi,G,G,3200000,1000,2.5,40,600,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,2
Juncus_interior,G,G,2800000,1000,2.5,15,225,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,4
Juncus_tenuis,G,G,1000000,1000,2.5,40,640,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
Juncus_torreyi,G,G,1600000,1000,2.5,60,960,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,2
Koeleria_macrantha,G,G,200000,1000,2.5,12,180,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,8
Lathyrus_venosus,F,L,770,10,2.5,60,960,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,8
Lespedeza_capitata,F,L,8000,200,2.5,12,180,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,4
Lespedeza_virginica,F,L,100,10000,2.5,10,150,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,7
Liatris_aspera,F,F,16000,200,2.5,20,300,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,8
Liatris_cylindracea,F,F,14000,75,2.5,48,768,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,10
Liatris_ligulistylis,F,F,10000,100,2.5,40,600,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,7
Liatris_pycnostachya,F,F,11000,150,2.5,15,225,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,8
Liatris_scariosa,F,F,10800,100,2.5,30,450,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,9
Liatris_spicata,F,F,11000,150,2.5,12,180,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,7
Lilium_michiganense,F,F,10000,60,2.5,180,2880,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,8
Lobelia_siphilitica,F,F,500000,1000,2.5,20,300,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,4
Lobelia_spicata,F,F,900000,750,2.5,80,1200,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,4
Ludwigia_alternifolia,F,F,1300000,1000,2.5,20,300,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,6
Lupinus_perennis,F,L,1100,40,2.5,20,300,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,7
Lysimachia_ciliata,F,F,39000,100,2.5,100,1600,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,7
